41.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:26:40.1 (1047400)|USER_INFO|[EXTERNAL]|0051I000001HhoW|mark.hausknecht@atginfo.com.apexbootcamp|Pacific Standard Time|GMT-07:00
16:26:40.1 (1073817)|EXECUTION_STARTED
16:26:40.1 (1078590)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
16:26:41.510 (1542361664)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 1","AccountId":"0011I000007rfkfQAA"}|0x76d914f6
16:26:41.510 (1542367406)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1542387677)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1542397121)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1542403415)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 1, LastName=Contact Last Name: 1, AccountId=0011I000007rfkfQAA}
16:26:41.510 (1542409283)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1542414592)|METHOD_EXIT|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1542422195)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1542426511)|STATEMENT_EXECUTE|[32]
16:26:41.510 (1542432649)|METHOD_ENTRY|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1542437369)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1542486855)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkfQAA"
16:26:41.510 (1542492133)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
16:26:41.510 (1542498889)|VARIABLE_ASSIGNMENT|[47]|contactNumber|2
16:26:41.510 (1542511893)|HEAP_ALLOCATE|[48]|Bytes:5
16:26:41.510 (1542515416)|STATEMENT_EXECUTE|[47]
16:26:41.510 (1542516681)|STATEMENT_EXECUTE|[48]
16:26:41.510 (1542527993)|HEAP_ALLOCATE|[48]|Bytes:4
16:26:41.510 (1542542596)|HEAP_ALLOCATE|[49]|Bytes:1
16:26:41.510 (1542550675)|HEAP_ALLOCATE|[49]|Bytes:21
16:26:41.510 (1542567724)|VARIABLE_ASSIGNMENT|[48]|this.FirstName|"Contact First Name:  (1 more) ..."|0x205ecefd
16:26:41.510 (1542580318)|HEAP_ALLOCATE|[50]|Bytes:1
16:26:41.510 (1542588196)|HEAP_ALLOCATE|[50]|Bytes:20
16:26:41.510 (1542599091)|VARIABLE_ASSIGNMENT|[48]|this.LastName|"Contact Last Name: 2"|0x205ecefd
16:26:41.510 (1542611561)|VARIABLE_ASSIGNMENT|[48]|this.AccountId|"0011I000007rfkfQAA"|0x205ecefd
16:26:41.510 (1542619971)|VARIABLE_SCOPE_BEGIN|[48]|newContact|Contact|true|false
16:26:41.510 (1542631731)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 2","AccountId":"0011I000007rfkfQAA"}|0x205ecefd
16:26:41.510 (1542641792)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1542662188)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1542671796)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1542678263)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 2, LastName=Contact Last Name: 2, AccountId=0011I000007rfkfQAA}
16:26:41.510 (1542683958)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1542689222)|METHOD_EXIT|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1542696492)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1542706792)|HEAP_ALLOCATE|[30]|Bytes:5
16:26:41.510 (1542716579)|HEAP_ALLOCATE|[30]|Bytes:12
16:26:41.510 (1542721950)|VARIABLE_SCOPE_BEGIN|[30]|currAccount|Account|true|false
16:26:41.510 (1542732673)|VARIABLE_ASSIGNMENT|[30]|currAccount|{"Name":"myAccount-50","Id":"0011I000007rfkgQAA"}|0x64b6a537
16:26:41.510 (1542738155)|STATEMENT_EXECUTE|[30]
16:26:41.510 (1542739105)|STATEMENT_EXECUTE|[31]
16:26:41.510 (1542745899)|METHOD_ENTRY|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1542750826)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1542801369)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkgQAA"
16:26:41.510 (1542805803)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
16:26:41.510 (1542812895)|VARIABLE_ASSIGNMENT|[47]|contactNumber|1
16:26:41.510 (1542825875)|HEAP_ALLOCATE|[48]|Bytes:5
16:26:41.510 (1542829612)|STATEMENT_EXECUTE|[47]
16:26:41.510 (1542830712)|STATEMENT_EXECUTE|[48]
16:26:41.510 (1542841985)|HEAP_ALLOCATE|[48]|Bytes:4
16:26:41.510 (1542857095)|HEAP_ALLOCATE|[49]|Bytes:1
16:26:41.510 (1542865461)|HEAP_ALLOCATE|[49]|Bytes:21
16:26:41.510 (1542882897)|VARIABLE_ASSIGNMENT|[48]|this.FirstName|"Contact First Name:  (1 more) ..."|0x1bcc4a69
16:26:41.510 (1542895616)|HEAP_ALLOCATE|[50]|Bytes:1
16:26:41.510 (1542903580)|HEAP_ALLOCATE|[50]|Bytes:20
16:26:41.510 (1542915239)|VARIABLE_ASSIGNMENT|[48]|this.LastName|"Contact Last Name: 1"|0x1bcc4a69
16:26:41.510 (1542927784)|VARIABLE_ASSIGNMENT|[48]|this.AccountId|"0011I000007rfkgQAA"|0x1bcc4a69
16:26:41.510 (1542936752)|VARIABLE_SCOPE_BEGIN|[48]|newContact|Contact|true|false
16:26:41.510 (1542948008)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 1","AccountId":"0011I000007rfkgQAA"}|0x1bcc4a69
16:26:41.510 (1542953373)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1542973170)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1542982299)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1542988654)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 1, LastName=Contact Last Name: 1, AccountId=0011I000007rfkgQAA}
16:26:41.510 (1542995013)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1543000026)|METHOD_EXIT|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1543008366)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1543012719)|STATEMENT_EXECUTE|[32]
16:26:41.510 (1543018706)|METHOD_ENTRY|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1543023011)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1543073517)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkgQAA"
16:26:41.510 (1543078233)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
16:26:41.510 (1543085244)|VARIABLE_ASSIGNMENT|[47]|contactNumber|2
16:26:41.510 (1543097802)|HEAP_ALLOCATE|[48]|Bytes:5
16:26:41.510 (1543101749)|STATEMENT_EXECUTE|[47]
16:26:41.510 (1543102840)|STATEMENT_EXECUTE|[48]
16:26:41.510 (1543114113)|HEAP_ALLOCATE|[48]|Bytes:4
16:26:41.510 (1543128912)|HEAP_ALLOCATE|[49]|Bytes:1
16:26:41.510 (1543137218)|HEAP_ALLOCATE|[49]|Bytes:21
16:26:41.510 (1543153998)|VARIABLE_ASSIGNMENT|[48]|this.FirstName|"Contact First Name:  (1 more) ..."|0x27c41641
16:26:41.510 (1543166912)|HEAP_ALLOCATE|[50]|Bytes:1
16:26:41.510 (1543174281)|HEAP_ALLOCATE|[50]|Bytes:20
16:26:41.510 (1543185854)|VARIABLE_ASSIGNMENT|[48]|this.LastName|"Contact Last Name: 2"|0x27c41641
16:26:41.510 (1543198438)|VARIABLE_ASSIGNMENT|[48]|this.AccountId|"0011I000007rfkgQAA"|0x27c41641
16:26:41.510 (1543207265)|VARIABLE_SCOPE_BEGIN|[48]|newContact|Contact|true|false
16:26:41.510 (1543219208)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 2","AccountId":"0011I000007rfkgQAA"}|0x27c41641
16:26:41.510 (1543224079)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1543243511)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1543252678)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1543258776)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 2, LastName=Contact Last Name: 2, AccountId=0011I000007rfkgQAA}
16:26:41.510 (1543264577)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1543270108)|METHOD_EXIT|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1543277872)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1543288163)|HEAP_ALLOCATE|[30]|Bytes:5
16:26:41.510 (1543297021)|HEAP_ALLOCATE|[30]|Bytes:12
16:26:41.510 (1543304215)|VARIABLE_SCOPE_BEGIN|[30]|currAccount|Account|true|false
16:26:41.510 (1543319701)|VARIABLE_ASSIGNMENT|[30]|currAccount|{"Name":"myAccount-51","Id":"0011I000007rfkhQAA"}|0x6ca6d3d5
16:26:41.510 (1543325416)|STATEMENT_EXECUTE|[30]
16:26:41.510 (1543326396)|STATEMENT_EXECUTE|[31]
16:26:41.510 (1543333700)|METHOD_ENTRY|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1543338912)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1543393480)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkhQAA"
16:26:41.510 (1543398335)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
16:26:41.510 (1543405700)|VARIABLE_ASSIGNMENT|[47]|contactNumber|1
16:26:41.510 (1543418885)|HEAP_ALLOCATE|[48]|Bytes:5
16:26:41.510 (1543422977)|STATEMENT_EXECUTE|[47]
16:26:41.510 (1543424078)|STATEMENT_EXECUTE|[48]
16:26:41.510 (1543436345)|HEAP_ALLOCATE|[48]|Bytes:4
16:26:41.510 (1543451644)|HEAP_ALLOCATE|[49]|Bytes:1
16:26:41.510 (1543459737)|HEAP_ALLOCATE|[49]|Bytes:21
16:26:41.510 (1543477512)|VARIABLE_ASSIGNMENT|[48]|this.FirstName|"Contact First Name:  (1 more) ..."|0x1984c8eb
16:26:41.510 (1543490407)|HEAP_ALLOCATE|[50]|Bytes:1
16:26:41.510 (1543499982)|HEAP_ALLOCATE|[50]|Bytes:20
16:26:41.510 (1543511747)|VARIABLE_ASSIGNMENT|[48]|this.LastName|"Contact Last Name: 1"|0x1984c8eb
16:26:41.510 (1543524710)|VARIABLE_ASSIGNMENT|[48]|this.AccountId|"0011I000007rfkhQAA"|0x1984c8eb
16:26:41.510 (1543533845)|VARIABLE_SCOPE_BEGIN|[48]|newContact|Contact|true|false
16:26:41.510 (1543545095)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 1","AccountId":"0011I000007rfkhQAA"}|0x1984c8eb
16:26:41.510 (1543549728)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1543569416)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1543578721)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1543584261)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 1, LastName=Contact Last Name: 1, AccountId=0011I000007rfkhQAA}
16:26:41.510 (1543590209)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1543595340)|METHOD_EXIT|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1543602707)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1543607464)|STATEMENT_EXECUTE|[32]
16:26:41.510 (1543613948)|METHOD_ENTRY|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1543618380)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1543668193)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkhQAA"
16:26:41.510 (1543673170)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
16:26:41.510 (1543680211)|VARIABLE_ASSIGNMENT|[47]|contactNumber|2
16:26:41.510 (1543692240)|HEAP_ALLOCATE|[48]|Bytes:5
16:26:41.510 (1543696092)|STATEMENT_EXECUTE|[47]
16:26:41.510 (1543697118)|STATEMENT_EXECUTE|[48]
16:26:41.510 (1543708191)|HEAP_ALLOCATE|[48]|Bytes:4
16:26:41.510 (1543723083)|HEAP_ALLOCATE|[49]|Bytes:1
16:26:41.510 (1543734265)|HEAP_ALLOCATE|[49]|Bytes:21
16:26:41.510 (1543751653)|VARIABLE_ASSIGNMENT|[48]|this.FirstName|"Contact First Name:  (1 more) ..."|0x4f7bc400
16:26:41.510 (1543764654)|HEAP_ALLOCATE|[50]|Bytes:1
16:26:41.510 (1543772304)|HEAP_ALLOCATE|[50]|Bytes:20
16:26:41.510 (1543783720)|VARIABLE_ASSIGNMENT|[48]|this.LastName|"Contact Last Name: 2"|0x4f7bc400
16:26:41.510 (1543796788)|VARIABLE_ASSIGNMENT|[48]|this.AccountId|"0011I000007rfkhQAA"|0x4f7bc400
16:26:41.510 (1543806345)|VARIABLE_SCOPE_BEGIN|[48]|newContact|Contact|true|false
16:26:41.510 (1543818958)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 2","AccountId":"0011I000007rfkhQAA"}|0x4f7bc400
16:26:41.510 (1543824094)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1543843352)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1543853171)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1543859477)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 2, LastName=Contact Last Name: 2, AccountId=0011I000007rfkhQAA}
16:26:41.510 (1543865205)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1543870123)|METHOD_EXIT|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1543877337)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1543887676)|HEAP_ALLOCATE|[30]|Bytes:5
16:26:41.510 (1543897381)|HEAP_ALLOCATE|[30]|Bytes:12
16:26:41.510 (1543902837)|VARIABLE_SCOPE_BEGIN|[30]|currAccount|Account|true|false
16:26:41.510 (1543914252)|VARIABLE_ASSIGNMENT|[30]|currAccount|{"Name":"myAccount-52","Id":"0011I000007rfkiQAA"}|0x9e027c2
16:26:41.510 (1543919394)|STATEMENT_EXECUTE|[30]
16:26:41.510 (1543920489)|STATEMENT_EXECUTE|[31]
16:26:41.510 (1543926911)|METHOD_ENTRY|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1543932122)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1543983063)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkiQAA"
16:26:41.510 (1543988182)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
16:26:41.510 (1543995148)|VARIABLE_ASSIGNMENT|[47]|contactNumber|1
16:26:41.510 (1544007708)|HEAP_ALLOCATE|[48]|Bytes:5
16:26:41.510 (1544012342)|STATEMENT_EXECUTE|[47]
16:26:41.510 (1544013369)|STATEMENT_EXECUTE|[48]
16:26:41.510 (1544024653)|HEAP_ALLOCATE|[48]|Bytes:4
16:26:41.510 (1544039718)|HEAP_ALLOCATE|[49]|Bytes:1
16:26:41.510 (1544047963)|HEAP_ALLOCATE|[49]|Bytes:21
16:26:41.510 (1544065421)|VARIABLE_ASSIGNMENT|[48]|this.FirstName|"Contact First Name:  (1 more) ..."|0x361d4084
16:26:41.510 (1544078019)|HEAP_ALLOCATE|[50]|Bytes:1
16:26:41.510 (1544085807)|HEAP_ALLOCATE|[50]|Bytes:20
16:26:41.510 (1544097405)|VARIABLE_ASSIGNMENT|[48]|this.LastName|"Contact Last Name: 1"|0x361d4084
16:26:41.510 (1544110809)|VARIABLE_ASSIGNMENT|[48]|this.AccountId|"0011I000007rfkiQAA"|0x361d4084
16:26:41.510 (1544120251)|VARIABLE_SCOPE_BEGIN|[48]|newContact|Contact|true|false
16:26:41.510 (1544132070)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 1","AccountId":"0011I000007rfkiQAA"}|0x361d4084
16:26:41.510 (1544136971)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1544157104)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1544166108)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1544171764)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 1, LastName=Contact Last Name: 1, AccountId=0011I000007rfkiQAA}
16:26:41.510 (1544177740)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1544182952)|METHOD_EXIT|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1544189904)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1544194814)|STATEMENT_EXECUTE|[32]
16:26:41.510 (1544200361)|METHOD_ENTRY|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1544205062)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1544254968)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkiQAA"
16:26:41.510 (1544260042)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
16:26:41.510 (1544267053)|VARIABLE_ASSIGNMENT|[47]|contactNumber|2
16:26:41.510 (1544279762)|HEAP_ALLOCATE|[48]|Bytes:5
16:26:41.510 (1544283572)|STATEMENT_EXECUTE|[47]
16:26:41.510 (1544284650)|STATEMENT_EXECUTE|[48]
16:26:41.510 (1544295890)|HEAP_ALLOCATE|[48]|Bytes:4
16:26:41.510 (1544310668)|HEAP_ALLOCATE|[49]|Bytes:1
16:26:41.510 (1544318733)|HEAP_ALLOCATE|[49]|Bytes:21
16:26:41.510 (1544335108)|VARIABLE_ASSIGNMENT|[48]|this.FirstName|"Contact First Name:  (1 more) ..."|0x316c2e18
16:26:41.510 (1544358307)|HEAP_ALLOCATE|[50]|Bytes:1
16:26:41.510 (1544366527)|HEAP_ALLOCATE|[50]|Bytes:20
16:26:41.510 (1544378582)|VARIABLE_ASSIGNMENT|[48]|this.LastName|"Contact Last Name: 2"|0x316c2e18
16:26:41.510 (1544391363)|VARIABLE_ASSIGNMENT|[48]|this.AccountId|"0011I000007rfkiQAA"|0x316c2e18
16:26:41.510 (1544399967)|VARIABLE_SCOPE_BEGIN|[48]|newContact|Contact|true|false
16:26:41.510 (1544412002)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 2","AccountId":"0011I000007rfkiQAA"}|0x316c2e18
16:26:41.510 (1544417920)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1544437454)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1544446763)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1544453637)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 2, LastName=Contact Last Name: 2, AccountId=0011I000007rfkiQAA}
16:26:41.510 (1544459600)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1544464949)|METHOD_EXIT|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1544472121)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1544482819)|HEAP_ALLOCATE|[30]|Bytes:5
16:26:41.510 (1544492059)|HEAP_ALLOCATE|[30]|Bytes:12
16:26:41.510 (1544497391)|VARIABLE_SCOPE_BEGIN|[30]|currAccount|Account|true|false
16:26:41.510 (1544508997)|VARIABLE_ASSIGNMENT|[30]|currAccount|{"Name":"myAccount-53","Id":"0011I000007rfkjQAA"}|0x1b75f393
16:26:41.510 (1544513523)|STATEMENT_EXECUTE|[30]
16:26:41.510 (1544514491)|STATEMENT_EXECUTE|[31]
16:26:41.510 (1544520880)|METHOD_ENTRY|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1544525416)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1544576162)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkjQAA"
16:26:41.510 (1544581017)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
16:26:41.510 (1544587879)|VARIABLE_ASSIGNMENT|[47]|contactNumber|1
16:26:41.510 (1544600296)|HEAP_ALLOCATE|[48]|Bytes:5
16:26:41.510 (1544604163)|STATEMENT_EXECUTE|[47]
16:26:41.510 (1544605177)|STATEMENT_EXECUTE|[48]
16:26:41.510 (1544616809)|HEAP_ALLOCATE|[48]|Bytes:4
16:26:41.510 (1544632097)|HEAP_ALLOCATE|[49]|Bytes:1
16:26:41.510 (1544639907)|HEAP_ALLOCATE|[49]|Bytes:21
16:26:41.510 (1544657250)|VARIABLE_ASSIGNMENT|[48]|this.FirstName|"Contact First Name:  (1 more) ..."|0xe907b4e
16:26:41.510 (1544669349)|HEAP_ALLOCATE|[50]|Bytes:1
16:26:41.510 (1544677491)|HEAP_ALLOCATE|[50]|Bytes:20
16:26:41.510 (1544689026)|VARIABLE_ASSIGNMENT|[48]|this.LastName|"Contact Last Name: 1"|0xe907b4e
16:26:41.510 (1544702261)|VARIABLE_ASSIGNMENT|[48]|this.AccountId|"0011I000007rfkjQAA"|0xe907b4e
16:26:41.510 (1544711805)|VARIABLE_SCOPE_BEGIN|[48]|newContact|Contact|true|false
16:26:41.510 (1544723943)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 1","AccountId":"0011I000007rfkjQAA"}|0xe907b4e
16:26:41.510 (1544729440)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1544748638)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1544757666)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1544763772)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 1, LastName=Contact Last Name: 1, AccountId=0011I000007rfkjQAA}
16:26:41.510 (1544769512)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1544774769)|METHOD_EXIT|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1544783243)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1544787777)|STATEMENT_EXECUTE|[32]
16:26:41.510 (1544793444)|METHOD_ENTRY|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1544797609)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1544847226)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkjQAA"
16:26:41.510 (1544852009)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
16:26:41.510 (1544859427)|VARIABLE_ASSIGNMENT|[47]|contactNumber|2
16:26:41.510 (1544872128)|HEAP_ALLOCATE|[48]|Bytes:5
16:26:41.510 (1544876224)|STATEMENT_EXECUTE|[47]
16:26:41.510 (1544877309)|STATEMENT_EXECUTE|[48]
16:26:41.510 (1544888635)|HEAP_ALLOCATE|[48]|Bytes:4
16:26:41.510 (1544903086)|HEAP_ALLOCATE|[49]|Bytes:1
16:26:41.510 (1544911420)|HEAP_ALLOCATE|[49]|Bytes:21
16:26:41.510 (1544928460)|VARIABLE_ASSIGNMENT|[48]|this.FirstName|"Contact First Name:  (1 more) ..."|0x1fdae558
16:26:41.510 (1544941372)|HEAP_ALLOCATE|[50]|Bytes:1
16:26:41.510 (1544949103)|HEAP_ALLOCATE|[50]|Bytes:20
16:26:41.510 (1544959982)|VARIABLE_ASSIGNMENT|[48]|this.LastName|"Contact Last Name: 2"|0x1fdae558
16:26:41.510 (1544972538)|VARIABLE_ASSIGNMENT|[48]|this.AccountId|"0011I000007rfkjQAA"|0x1fdae558
16:26:41.510 (1544986621)|VARIABLE_SCOPE_BEGIN|[48]|newContact|Contact|true|false
16:26:41.510 (1544999451)|VARIABLE_ASSIGNMENT|[48]|newContact|{"FirstName":"Contact First Name:  (1 more) ...","LastName":"Contact Last Name: 2","AccountId":"0011I000007rfkjQAA"}|0x1fdae558
16:26:41.510 (1545004885)|STATEMENT_EXECUTE|[53]
16:26:41.510 (1545025524)|HEAP_ALLOCATE|[53]|Bytes:102
16:26:41.510 (1545035269)|HEAP_ALLOCATE|[53]|Bytes:113
16:26:41.510 (1545040843)|USER_DEBUG|[53]|DEBUG|newContact Contact:{FirstName=Contact First Name: 2, LastName=Contact Last Name: 2, AccountId=0011I000007rfkjQAA}
16:26:41.510 (1545046754)|STATEMENT_EXECUTE|[55]
16:26:41.510 (1545051784)|METHOD_EXIT|[32]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1545059546)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
16:26:41.510 (1545070055)|HEAP_ALLOCATE|[30]|Bytes:5
16:26:41.510 (1545079696)|HEAP_ALLOCATE|[30]|Bytes:12
16:26:41.510 (1545085178)|VARIABLE_SCOPE_BEGIN|[30]|currAccount|Account|true|false
16:26:41.510 (1545097595)|VARIABLE_ASSIGNMENT|[30]|currAccount|{"Name":"myAccount-54","Id":"0011I000007rfkkQAA"}|0x4abb62d7
16:26:41.510 (1545102285)|STATEMENT_EXECUTE|[30]
16:26:41.510 (1545103275)|STATEMENT_EXECUTE|[31]
16:26:41.510 (1545109703)|METHOD_ENTRY|[31]|01p1I000008l70a|Day4CreateAccountsWIthContacts.createContact(Id, Integer)
16:26:41.510 (1545115105)|VARIABLE_SCOPE_BEGIN|[47]|accountId|Id|false|false
16:26:41.510 (1545165980)|VARIABLE_ASSIGNMENT|[47]|accountId|"0011I000007rfkkQAA"
16:26:41.510 (1545170452)|VARIABLE_SCOPE_BEGIN|[47]|contactNumber|Integer|false|false
